# Data catalogue source: extfile:input/new_cats/galaxy_DR12v5_CMASS_South.fits
# Data catalogue size: ntotal = 230716, wtotal = 81441.027, wstotal = 249589.060
# Data-source particle extents: ([1559.555, 4731.089], [845.295, 5212.183], [1825.426, 4246.898])
# Random catalogue source: extfile:input/new_cats/random1_DR12v5_CMASS_South.fits
# Random catalogue size: ntotal = 11628485, wtotal = 3792249.392, wstotal = 11628485.000
# Random-source particle extents: ([1459.597, 4540.403], [843.762, 5156.238], [1782.314, 4217.686])
# Box size: [6000.000, 6000.000, 6000.000]
# Box alignment: centre
# Mesh number: [512, 512, 512]
# Mesh assignment and interlacing: tsc, True
# Normalisation factor: 2.113963697e-01 (particle)
# Normalisation factor alternatives: 2.113963697e-01 (particle), 6.947661111e-01 (mesh), 7.286041856e-01 (mesh-mixed)
# [0] k_cen, [1] k_eff, [2] nmodes, [3] Re{pk0_raw}, [4] Im{pk0_raw}, [5] Re{pk0_shot}, [6] Im{pk0_shot}
5.500000000e-03	5.486963941e-03	       290	 1.291580714e+05	-3.523102875e-14	 9.132907208e+03	 0.000000000e+00
6.500000000e-03	6.471857466e-03	       486	 1.233240457e+05	-2.140882635e-13	 9.132907208e+03	 0.000000000e+00
7.500000000e-03	7.503996075e-03	       626	 1.221144780e+05	-2.481195304e-13	 9.132907208e+03	 0.000000000e+00
8.500000000e-03	8.485494651e-03	       738	 1.109344558e+05	-5.694865987e-13	 9.132907208e+03	 0.000000000e+00
9.500000000e-03	9.528688361e-03	      1142	 9.542229263e+04	-5.573868576e-13	 9.132907208e+03	 0.000000000e+00
1.050000000e-02	1.059290289e-02	      1202	 8.291518983e+04	 9.119046453e-14	 9.132907208e+03	 0.000000000e+00
1.150000000e-02	1.156805959e-02	      1410	 8.223573518e+04	-1.386509328e-13	 9.132907209e+03	 0.000000000e+00
1.250000000e-02	1.255755801e-02	      1766	 7.534796933e+04	 1.509163979e-13	 9.132907209e+03	 0.000000000e+00
1.350000000e-02	1.352377727e-02	      1818	 7.068130324e+04	-1.063215018e-14	 9.132907210e+03	 0.000000000e+00
1.450000000e-02	1.449493368e-02	      2354	 7.255656991e+04	 1.619861910e-13	 9.132907211e+03	 0.000000000e+00
1.550000000e-02	1.550659145e-02	      2646	 6.701147704e+04	 9.142985999e-14	 9.132907213e+03	 0.000000000e+00
1.650000000e-02	1.649600611e-02	      2906	 6.734975832e+04	 1.036410319e-13	 9.132907215e+03	 0.000000000e+00
1.750000000e-02	1.749597409e-02	      3402	 6.568298148e+04	-1.690374355e-14	 9.132907218e+03	 0.000000000e+00
1.850000000e-02	1.852436772e-02	      3926	 6.386862009e+04	 2.418963080e-14	 9.132907222e+03	 0.000000000e+00
1.950000000e-02	1.951070807e-02	      3866	 6.545473909e+04	 1.254150168e-14	 9.132907227e+03	 0.000000000e+00
2.050000000e-02	2.049887913e-02	      4794	 6.739812211e+04	 1.487435546e-13	 9.132907233e+03	 0.000000000e+00
2.150000000e-02	2.151843925e-02	      5078	 6.539672240e+04	 3.839066767e-14	 9.132907241e+03	 0.000000000e+00
2.250000000e-02	2.250744646e-02	      5388	 6.158052744e+04	-1.939792599e-14	 9.132907253e+03	 0.000000000e+00
2.350000000e-02	2.350926803e-02	      6242	 5.905328928e+04	 1.425761995e-13	 9.132907266e+03	 0.000000000e+00
2.450000000e-02	2.451973800e-02	      6510	 5.351969830e+04	-6.350777945e-14	 9.132907283e+03	 0.000000000e+00
2.550000000e-02	2.550872125e-02	      7034	 5.077987261e+04	 9.191674401e-15	 9.132907305e+03	 0.000000000e+00
2.650000000e-02	2.649946825e-02	      7626	 4.945511656e+04	 5.918749081e-14	 9.132907328e+03	 0.000000000e+00
2.750000000e-02	2.750605651e-02	      8462	 4.859335111e+04	 4.312452721e-14	 9.132907360e+03	 0.000000000e+00
2.850000000e-02	2.851157646e-02	      8778	 4.704930143e+04	 9.091155679e-15	 9.132907398e+03	 0.000000000e+00
2.950000000e-02	2.950080237e-02	      9434	 4.742010331e+04	-2.103493100e-14	 9.132907440e+03	 0.000000000e+00
3.050000000e-02	3.050473555e-02	     10382	 4.620724652e+04	-2.861530010e-14	 9.132907493e+03	 0.000000000e+00
3.150000000e-02	3.151077777e-02	     10746	 4.350887015e+04	-1.149693228e-13	 9.132907557e+03	 0.000000000e+00
3.250000000e-02	3.251294853e-02	     11786	 4.189476344e+04	-5.504801006e-14	 9.132907627e+03	 0.000000000e+00
3.350000000e-02	3.352591071e-02	     12366	 4.244537934e+04	-9.395333462e-14	 9.132907716e+03	 0.000000000e+00
3.450000000e-02	3.451640001e-02	     12698	 4.248295887e+04	-1.970419688e-14	 9.132907816e+03	 0.000000000e+00
3.550000000e-02	3.550965301e-02	     13986	 4.280778539e+04	-5.629223461e-14	 9.132907925e+03	 0.000000000e+00
3.650000000e-02	3.649686618e-02	     14006	 4.187501459e+04	 2.543227616e-14	 9.132908070e+03	 0.000000000e+00
3.750000000e-02	3.749450445e-02	     15882	 4.045492988e+04	 6.590819604e-15	 9.132908214e+03	 0.000000000e+00
3.850000000e-02	3.851630140e-02	     16442	 3.962780021e+04	 1.075593369e-13	 9.132908387e+03	 0.000000000e+00
3.950000000e-02	3.951752035e-02	     16898	 3.853206428e+04	 1.330315689e-14	 9.132908609e+03	 0.000000000e+00
4.050000000e-02	4.050872299e-02	     17862	 3.785085580e+04	-3.050512187e-14	 9.132908816e+03	 0.000000000e+00
4.150000000e-02	4.149904015e-02	     18578	 3.705407142e+04	-7.381297319e-15	 9.132909095e+03	 0.000000000e+00
4.250000000e-02	4.250483471e-02	     20226	 3.601173208e+04	 5.539185410e-14	 9.132909383e+03	 0.000000000e+00
4.350000000e-02	4.350196586e-02	     20174	 3.554565475e+04	-3.050956026e-15	 9.132909724e+03	 0.000000000e+00
4.450000000e-02	4.449689153e-02	     21996	 3.638223199e+04	 3.290077458e-14	 9.132910102e+03	 0.000000000e+00
4.550000000e-02	4.550135644e-02	     22466	 3.696181492e+04	 2.224166867e-14	 9.132910551e+03	 0.000000000e+00
4.650000000e-02	4.650239743e-02	     23982	 3.534994115e+04	 5.474365092e-14	 9.132911016e+03	 0.000000000e+00
4.750000000e-02	4.750599537e-02	     24482	 3.375027434e+04	-2.636273581e-16	 9.132911584e+03	 0.000000000e+00
4.850000000e-02	4.850823681e-02	     26066	 3.346231515e+04	 2.867616653e-14	 9.132912201e+03	 0.000000000e+00
4.950000000e-02	4.950625969e-02	     26454	 3.311728071e+04	 2.239472070e-14	 9.132912842e+03	 0.000000000e+00
5.050000000e-02	5.050218287e-02	     27986	 3.240908843e+04	 1.814306108e-14	 9.132913598e+03	 0.000000000e+00
5.150000000e-02	5.149625588e-02	     28602	 3.252684802e+04	 1.002541651e-16	 9.132914462e+03	 0.000000000e+00
5.250000000e-02	5.249788668e-02	     30710	 3.223326483e+04	-1.509949003e-15	 9.132915350e+03	 0.000000000e+00
5.350000000e-02	5.350486046e-02	     31170	 3.122657530e+04	-4.341041032e-14	 9.132916432e+03	 0.000000000e+00
5.450000000e-02	5.451135080e-02	     33098	 3.047093384e+04	-3.171418360e-14	 9.132917539e+03	 0.000000000e+00
5.550000000e-02	5.551180916e-02	     33174	 3.001218033e+04	-2.046748332e-14	 9.132918822e+03	 0.000000000e+00
5.650000000e-02	5.650423759e-02	     34922	 2.949706326e+04	 9.162044538e-15	 9.132920188e+03	 0.000000000e+00
5.750000000e-02	5.750589357e-02	     36354	 2.837508038e+04	 2.351398366e-14	 9.132921730e+03	 0.000000000e+00
5.850000000e-02	5.850828025e-02	     37478	 2.719465842e+04	 2.429437656e-14	 9.132923382e+03	 0.000000000e+00
5.950000000e-02	5.950416126e-02	     38330	 2.663615962e+04	 4.009510286e-15	 9.132925233e+03	 0.000000000e+00
6.050000000e-02	6.049746385e-02	     40026	 2.641159389e+04	 5.370374132e-15	 9.132927229e+03	 0.000000000e+00
6.150000000e-02	6.149470089e-02	     41174	 2.621135348e+04	 1.799520751e-14	 9.132929396e+03	 0.000000000e+00
6.250000000e-02	6.249968427e-02	     43314	 2.628635185e+04	-5.714904043e-15	 9.132931935e+03	 0.000000000e+00
6.350000000e-02	6.350666611e-02	     44258	 2.614285152e+04	 1.023288433e-14	 9.132934430e+03	 0.000000000e+00
6.450000000e-02	6.450498148e-02	     45222	 2.598336382e+04	-3.120593436e-14	 9.132937416e+03	 0.000000000e+00
6.550000000e-02	6.549912351e-02	     46634	 2.560001629e+04	 3.065578376e-14	 9.132940483e+03	 0.000000000e+00
6.650000000e-02	6.649534595e-02	     48444	 2.500987344e+04	 8.445883865e-15	 9.132943904e+03	 0.000000000e+00
6.750000000e-02	6.749659959e-02	     49886	 2.461848339e+04	-1.180310198e-14	 9.132947783e+03	 0.000000000e+00
6.850000000e-02	6.850251671e-02	     51842	 2.452452126e+04	 3.142683432e-14	 9.132951731e+03	 0.000000000e+00
6.950000000e-02	6.950283635e-02	     52506	 2.438386855e+04	 1.843719048e-14	 9.132956133e+03	 0.000000000e+00
7.050000000e-02	7.049899823e-02	     54278	 2.429639164e+04	 1.581178939e-15	 9.132961064e+03	 0.000000000e+00
7.150000000e-02	7.150256305e-02	     56370	 2.411096076e+04	 2.070944247e-14	 9.132966063e+03	 0.000000000e+00
7.250000000e-02	7.250860643e-02	     57938	 2.335495389e+04	 6.697402678e-15	 9.132971586e+03	 0.000000000e+00
7.350000000e-02	7.350183435e-02	     57774	 2.260087665e+04	-7.668244527e-15	 9.132977981e+03	 0.000000000e+00
7.450000000e-02	7.450018079e-02	     61874	 2.207294304e+04	-3.237403493e-14	 9.132984086e+03	 0.000000000e+00
7.550000000e-02	7.551044772e-02	     62682	 2.210796221e+04	-9.146419258e-15	 9.132991328e+03	 0.000000000e+00
7.650000000e-02	7.650666107e-02	     63110	 2.213116823e+04	 1.527780576e-14	 9.132999011e+03	 0.000000000e+00
7.750000000e-02	7.750153739e-02	     66050	 2.165637298e+04	-4.654368689e-15	 9.133006577e+03	 0.000000000e+00
7.850000000e-02	7.850633731e-02	     67842	 2.166417064e+04	-2.594426604e-15	 9.133016245e+03	 0.000000000e+00
7.950000000e-02	7.950595503e-02	     68570	 2.159043809e+04	 4.095511035e-15	 9.133025532e+03	 0.000000000e+00
8.050000000e-02	8.050450056e-02	     71406	 2.108267511e+04	 1.487808860e-15	 9.133035645e+03	 0.000000000e+00
8.150000000e-02	8.150562527e-02	     72410	 2.098889616e+04	-2.041192261e-14	 9.133046156e+03	 0.000000000e+00
8.250000000e-02	8.250795156e-02	     74970	 2.124218148e+04	 8.149737803e-15	 9.133058572e+03	 0.000000000e+00
8.350000000e-02	8.350885144e-02	     76094	 2.145548178e+04	 7.335176704e-15	 9.133071001e+03	 0.000000000e+00
8.450000000e-02	8.450499465e-02	     77826	 2.111177046e+04	-9.443466539e-15	 9.133084562e+03	 0.000000000e+00
8.550000000e-02	8.550251762e-02	     79706	 2.054180115e+04	 3.007524489e-15	 9.133099319e+03	 0.000000000e+00
8.650000000e-02	8.650455428e-02	     82734	 2.014588879e+04	-3.568842754e-15	 9.133114188e+03	 0.000000000e+00
8.750000000e-02	8.750679900e-02	     83234	 1.998178858e+04	-2.070315003e-15	 9.133131165e+03	 0.000000000e+00
8.850000000e-02	8.849916174e-02	     84860	 1.965934164e+04	-1.661175025e-14	 9.133149306e+03	 0.000000000e+00
8.950000000e-02	8.949943913e-02	     88734	 1.970608121e+04	-2.084289648e-14	 9.133168134e+03	 0.000000000e+00
9.050000000e-02	9.050336408e-02	     89138	 2.004117812e+04	-6.399351680e-15	 9.133189937e+03	 0.000000000e+00
9.150000000e-02	9.150411519e-02	     92178	 2.007176767e+04	 6.037761936e-15	 9.133211121e+03	 0.000000000e+00
9.250000000e-02	9.250625114e-02	     93638	 1.972259000e+04	 1.386302253e-15	 9.133233561e+03	 0.000000000e+00
9.350000000e-02	9.350607696e-02	     95586	 1.932658978e+04	 2.610590590e-15	 9.133260344e+03	 0.000000000e+00
